benchmark,metric,unit,direction,role,runs,median,mean,stddev,min,max
convolution1D-cuda,mask_9.fp32.conv1d-tiled-caching.block_64,ms,lower,primary,5,2.974288574,2.974171875,0.0002886240925203997,2.97360083,2.9743786620000003
convolution1D-cuda,mask_9.fp32.conv1d-tiled.block_1024,ms,lower,primary,5,1.911275146,1.911439453,0.0002700496637065076,1.911180542,1.911792358
convolution1D-cuda,mask_9.fp32.conv1d-tiled.block_128,ms,lower,primary,5,1.8444597169999999,1.844434668,0.00014289158097241175,1.8441655270000001,1.8445883790000002
convolution1D-cuda,mask_9.fp32.conv1d-tiled.block_256,ms,lower,primary,5,1.809773315,1.8097421874,0.0001425841686647873,1.809486206,1.809923462
convolution1D-cuda,mask_9.fp32.conv1d-tiled.block_512,ms,lower,primary,5,1.825174194,1.8251594482,0.00017724039126049726,1.824860229,1.825405396
convolution1D-cuda,mask_9.fp32.conv1d-tiled.block_64,ms,lower,primary,5,2.973216797,2.973365039,0.0003191709542442342,2.973140137,2.973996826
convolution1D-cuda,mask_9.fp32.conv1d.block_1024,ms,lower,primary,5,1.6257680660000002,1.6258614258,0.0001693374312258337,1.6257128909999998,1.626178833
convolution1D-cuda,mask_9.fp32.conv1d.block_128,ms,lower,primary,5,1.5814738769999999,1.5814740966,0.00017231396713971087,1.5813035890000002,1.581778198
convolution1D-cuda,mask_9.fp32.conv1d.block_256,ms,lower,primary,5,1.5477589109999998,1.5477889404,0.00010784187627188836,1.54766687,1.547979736
convolution1D-cuda,mask_9.fp32.conv1d.block_512,ms,lower,primary,5,1.578387573,1.5784083006,6.511045876228665e-05,1.578339233,1.578527954
convolution1D-cuda,mask_9.fp32.conv1d.block_64,ms,lower,primary,5,3.003248047,3.0003558106,0.007039056061745781,2.989268555,3.008569336
convolution1D-cuda,mask_9.fp64.conv1d-tiled-caching.block_1024,ms,lower,primary,5,2.864432129,2.864582178,0.00029941055290630403,2.864211182,2.8650222170000004
convolution1D-cuda,mask_9.fp64.conv1d-tiled-caching.block_128,ms,lower,primary,5,2.816552734,2.8167526366,0.0003747321095403481,2.816418457,2.817458984
convolution1D-cuda,mask_9.fp64.conv1d-tiled-caching.block_256,ms,lower,primary,5,2.807731445,2.80782749,0.0002588912266324643,2.807582031,2.8083054200000004
convolution1D-cuda,mask_9.fp64.conv1d-tiled-caching.block_512,ms,lower,primary,5,2.827439941,2.8275455078,0.0002437964741872312,2.8273317870000003,2.828003174
convolution1D-cuda,mask_9.fp64.conv1d-tiled-caching.block_64,ms,lower,primary,5,3.042359619,3.0425174806,0.0005917024877194685,3.042015869,3.043657471
convolution1D-cuda,mask_9.fp64.conv1d-tiled.block_1024,ms,lower,primary,5,3.0805014649999998,3.0805833496,0.00014329121553904975,3.0804780270000003,3.080860352
convolution1D-cuda,mask_9.fp64.conv1d-tiled.block_128,ms,lower,primary,5,2.916711426,2.916640967,0.00013113469102422274,2.9164409179999997,2.916779785
convolution1D-cuda,mask_9.fp64.conv1d-tiled.block_256,ms,lower,primary,5,2.982250977,2.9822017578,0.00011616920745433703,2.982030029,2.982351807
convolution1D-cuda,mask_9.fp64.conv1d-tiled.block_512,ms,lower,primary,5,3.0410739749999998,3.0410617186,0.00019480818800935915,3.040776367,3.041278076
convolution1D-cuda,mask_9.fp64.conv1d-tiled.block_64,ms,lower,primary,5,2.9959577640000004,2.9959432128000003,7.30377931633597e-05,2.995825195,2.9960515140000004
convolution1D-cuda,mask_9.fp64.conv1d.block_1024,ms,lower,primary,5,2.7196645509999997,2.7196859376,4.548153579899656e-05,2.719640137,2.719760986
convolution1D-cuda,mask_9.fp64.conv1d.block_128,ms,lower,primary,5,2.7044296880000003,2.7044441408,3.40394122594281e-05,2.704408203,2.7045029300000003
convolution1D-cuda,mask_9.fp64.conv1d.block_256,ms,lower,primary,5,2.706024658,2.7060288086,3.2129315371417e-05,2.705983154,2.70606543
convolution1D-cuda,mask_9.fp64.conv1d.block_512,ms,lower,primary,5,2.717458984,2.7174628418,6.474711305800794e-05,2.7173666990000003,2.717570801
convolution1D-cuda,mask_9.fp64.conv1d.block_64,ms,lower,primary,5,3.006102783,3.0129358398,0.008743680491619938,3.005884521,3.0263659670000003
convolution1D-cuda,mask_9.int16.conv1d-tiled-caching.block_1024,ms,lower,primary,5,2.217636475,2.217735254,0.0004967117197570431,2.217279541,2.218687744
convolution1D-cuda,mask_9.int16.conv1d-tiled-caching.block_128,ms,lower,primary,5,2.2141760250000004,2.2143472656000003,0.0007345869763529984,2.213353516,2.2154265140000002
convolution1D-cuda,mask_9.int16.conv1d-tiled-caching.block_256,ms,lower,primary,5,2.169689453,2.1698011228,0.001200105071422144,2.168393066,2.171806396
convolution1D-cuda,mask_9.int16.conv1d-tiled-caching.block_512,ms,lower,primary,5,2.177267578,2.1775567382000003,0.0006146782376488586,2.177165527,2.1787810060000004
convolution1D-cuda,mask_9.int16.conv1d-tiled-caching.block_64,ms,lower,primary,5,2.965685791,2.965676416,3.855184911261225e-05,2.9656306150000002,2.9657248540000003
convolution1D-cuda,mask_9.int16.conv1d-tiled.block_1024,ms,lower,primary,5,1.674675415,1.6745492188,0.00036784773529135713,1.674106079,1.6750379640000002
convolution1D-cuda,mask_9.int16.conv1d-tiled.block_128,ms,lower,primary,5,1.736937256,1.7369122072,7.342151591837073e-05,1.7367833250000002,1.7369790040000002
convolution1D-cuda,mask_9.int16.conv1d-tiled.block_256,ms,lower,primary,5,1.672136841,1.6721718994,0.00019201247513496678,1.671953613,1.672485962
convolution1D-cuda,mask_9.int16.conv1d-tiled.block_512,ms,lower,primary,5,1.6574798579999999,1.6574034424,0.000283936692262591,1.657066528,1.657725464
convolution1D-cuda,mask_9.int16.conv1d-tiled.block_64,ms,lower,primary,5,2.968333496,2.968341699,2.388191904359094e-05,2.968318359,2.968386719
convolution1D-cuda,mask_9.int16.conv1d.block_1024,ms,lower,primary,5,1.8323654790000001,1.8327780274,0.0006849957303824527,1.832119995,1.833675293
convolution1D-cuda,mask_9.int16.conv1d.block_128,ms,lower,primary,5,1.726623901,1.7265863036,0.00016590456451416567,1.726392578,1.7267691649999999
convolution1D-cuda,mask_9.int16.conv1d.block_256,ms,lower,primary,5,1.688982422,1.6890740724,0.00021763333505198508,1.688860352,1.689411011
convolution1D-cuda,mask_9.int16.conv1d.block_512,ms,lower,primary,5,1.668759399,1.6692289308000001,0.000945687329428362,1.6682845460000002,1.6704526370000001
convolution1D-cuda,mask_9.int16.conv1d.block_64,ms,lower,primary,5,3.006080811,3.0046250002,0.0042724980497971625,2.998138672,3.010482422
convolution3D-cuda,c6_w14_h14.conv3d_s1,ms,lower,primary,5,0.01763339,0.0176167104,4.2030354081782824e-05,0.01755377,0.01765871
convolution3D-cuda,c6_w14_h14.conv3d_s2,ms,lower,primary,5,0.01923035,0.0192147764,3.630145919160852e-05,0.01914517,0.01924332
convolution3D-cuda,c6_w14_h14.conv3d_s3,ms,lower,primary,5,0.017584711,0.0175740408,2.3956555264895643e-05,0.017533691,0.01760289
convolution3D-cuda,c96_w26_h26.conv3d_s1,ms,lower,primary,5,13.612517578,13.6128765624,0.047607476623961954,13.554579102,13.682436523
convolution3D-cuda,c96_w26_h26.conv3d_s2,ms,lower,primary,5,13.132813477,13.1308265624,0.013547310470215021,13.112168945,13.148456055
convolution3D-cuda,c96_w26_h26.conv3d_s3,ms,lower,primary,5,14.0959375,14.0971810546,0.0036198048716452064,14.093655273000001,14.104088867000002
convolutionSeparable-cuda,average_kernel_execution_time,ms,lower,primary,5,1.526,1.526,0.0,1.526,1.526
fdtd3d-cuda,average_kernel_execution_time,ms,lower,primary,5,0.191,0.1906,0.0004898979485566361,0.19,0.191
filter-cuda,filter.global_aggregate,ms,lower,primary,5,2.462619,2.5330088,0.11583193103872529,2.462611,2.760911
filter-cuda,filter.shared_memory,ms,lower,primary,5,0.958458,0.9698072,0.023257617241669432,0.957769,1.016319
floydwarshall-cuda,average_kernel_execution_time,ms,lower,primary,5,8.507000000000001,8.514800000000001,0.02649830183238156,8.484,8.564
gaussian-cuda,total_kernel_execution_time,ms,lower,primary,5,490.962,493.6336,3.568969072435357,490.64,499.107
gaussian-cuda,device_offloading_time,ms,lower,secondary,5,756.357,755.1308,15.556971329921513,734.958,778.615
heat-cuda,solve_time,ms,lower,primary,5,340.84999999999997,340.8562,0.034452285845787675,340.807,340.909
heat-cuda,bandwidth,GB/s,higher,secondary,5,787.547,787.533,0.0793347338812032,787.412,787.647
heat-cuda,total_time,ms,lower,secondary,5,1007.1600000000001,1007.0812,18.538271056384925,985.856,1033.4399999999998
histogram-cuda,1_channel_uchar1.global_memory_atomics,ms,lower,primary,5,0.071309,0.0712774,0.00013436309016988298,0.07102800000000001,0.07143600000000001
histogram-cuda,1_channel_uchar1.shared_memory_atomics,ms,lower,primary,5,0.035929,0.0359552,0.0003126585357862469,0.035491,0.036475
histogram-cuda,3/4_channel_float4.global_memory_atomics,ms,lower,primary,5,0.189893,0.1965528,0.013257401304931523,0.18982200000000002,0.22306700000000002
histogram-cuda,3/4_channel_float4.shared_memory_atomics,ms,lower,primary,5,0.08267300000000001,0.0837346,0.0023405673329344743,0.082407,0.08841
histogram-cuda,3/4_channel_uchar4.global_memory_atomics,ms,lower,primary,5,0.18610200000000002,0.1928202,0.01339309200147598,0.186004,0.219605
histogram-cuda,3/4_channel_uchar4.shared_memory_atomics,ms,lower,primary,5,0.065776,0.066597,0.0016863621200679294,0.065652,0.069967
hotspot-cuda,total_kernel_execution_time,ms,lower,primary,5,1.183,1.1854,0.008685620300243403,1.178,1.202
hotspot-cuda,device_offloading_time,ms,lower,secondary,5,188.0,189.8,18.48675201326615,166.0,223.0
hotspot3D-cuda,average_kernel_execution_time,ms,lower,primary,5,0.042849087,0.042837823600000005,3.5182893943505554e-05,0.042772091000000005,0.042877541000000005
hotspot3D-cuda,device_offloading_time,ms,lower,secondary,5,393.0,396.2,8.009993757800315,388.0,410.0
jaccard-cuda,unweighted_jaccard_pipeline,ms,lower,primary,5,5.615270000000001,5.615366,0.0009934304203115109,5.61363,5.61636
jaccard-cuda,weighted_jaccard_pipeline,ms,lower,primary,5,6.67691,6.676104,0.0011389749777761754,6.67432,6.677169999999999
jacobi-cuda,average_execution_time_per_iteration,ms,lower,primary,5,0.0738951,0.07384188,0.00016520445998822013,0.0735441,0.07402049999999999
jacobi-cuda,total_elapsed_time,ms,lower,secondary,5,637.0,643.64,24.281976855272717,618.7,689.5
laplace3d-cuda,grid_128x128x128.kernel_time,ms,lower,primary,5,0.114,0.114,0.0,0.114,0.114
laplace3d-cuda,grid_512x512x512.kernel_time,ms,lower,primary,5,2.16,2.1608,0.00584465567848102,2.154,2.1679999999999997
lavaMD-cuda,kernel_execution_time,ms,lower,primary,5,29.116999357999997,29.115600138999998,0.007418479381343252,29.107000679,29.126999899999998
lavaMD-cuda,device_offloading_time,ms,lower,secondary,5,211.14100515799998,211.3554030654,5.575293335026316,205.157995224,219.943001866
miniWeather-cuda,main_time_step_loop,ms,lower,primary,5,1202.3539999999998,1203.0714,3.451021912419595,1199.115,1208.191
nbody-cuda,total_time,ms,lower,primary,5,27.705199999999998,26.057380000000002,2.0922310650594964,23.492900000000002,27.880200000000002
nbody-cuda,average_performance,GFLOP/s,higher,secondary,5,1956.83,2097.786,172.92536246600736,1956.37,2310.09
nw-cuda,total_kernel_execution_time,ms,lower,primary,5,21.998,21.9872,0.037107411658588614,21.928,22.032
scan-cuda,block_1024.bytes_1.with_conflicts,ms,lower,primary,5,3.8592409670000003,3.8156758788,0.18057748038730567,3.607259033,4.051134033
scan-cuda,block_1024.bytes_1.without_conflicts,ms,lower,primary,5,3.980112549,3.9799006836000004,0.0005708959192790316,3.979015625,3.9806335450000003
scan-cuda,block_1024.bytes_2.with_conflicts,ms,lower,primary,5,4.185316895,4.1856513672,0.0005587347633366084,4.185007324,4.186354492
scan-cuda,block_1024.bytes_2.without_conflicts,ms,lower,primary,5,4.159859375,4.159744043,0.00025090347834275665,4.159428223,4.160086914000001
scan-cuda,block_1024.bytes_4.with_conflicts,ms,lower,primary,5,5.604818359,5.6049073244,0.0008757325618268897,5.603966797,5.606150391
scan-cuda,block_1024.bytes_4.without_conflicts,ms,lower,primary,5,4.014445557,4.0133193362,0.0037827364418491333,4.008645508,4.019216309
scan-cuda,block_1024.bytes_8.with_conflicts,ms,lower,primary,5,8.282420898,8.2836365232,0.0030284981161633373,8.280354492,8.287574219
scan-cuda,block_1024.bytes_8.without_conflicts,ms,lower,primary,5,6.588180664,6.588248828,0.005281236679277022,6.581356445000001,6.595697266
scan-cuda,block_128.bytes_1.with_conflicts,ms,lower,primary,5,3.090029785,3.0900394044,0.0011455017780136428,3.08878418,3.0920883789999998
scan-cuda,block_128.bytes_1.without_conflicts,ms,lower,primary,5,3.5207072750000004,3.5206655760000003,0.0018359873444070958,3.5176203609999996,3.523133789
scan-cuda,block_128.bytes_2.with_conflicts,ms,lower,primary,5,3.648221924,3.647583838,0.001566039107465035,3.645072266,3.649594482
scan-cuda,block_128.bytes_2.without_conflicts,ms,lower,primary,5,3.710273438,3.7100203614000002,0.001572374368529168,3.708056152,3.7126096189999997
scan-cuda,block_128.bytes_4.with_conflicts,ms,lower,primary,5,4.891437988,4.8924291014,0.0018387967151723887,4.890393555,4.894785156
scan-cuda,block_128.bytes_4.without_conflicts,ms,lower,primary,5,3.519659424,3.5197129882000002,0.0008337063492564062,3.518688232,3.521182617
scan-cuda,block_128.bytes_8.with_conflicts,ms,lower,primary,5,8.372326172,8.3718576172,0.003210529759254271,8.367489257999999,8.376464844000001
scan-cuda,block_128.bytes_8.without_conflicts,ms,lower,primary,5,6.1306494140000005,6.1301518556,0.0019345794488348958,6.12752002,6.132887695000001
scan-cuda,block_2048.bytes_1.with_conflicts,ms,lower,primary,5,4.031481201,4.031494336000001,0.0006977134130057944,4.030344727,4.032404785000001
scan-cuda,block_2048.bytes_1.without_conflicts,ms,lower,primary,5,5.139959473,5.139947461,0.000246545886874543,5.139550781,5.140313476999999
scan-cuda,block_2048.bytes_2.with_conflicts,ms,lower,primary,5,4.685113281,4.6853311522,0.0004738716197808332,4.684872070000001,4.686072266
scan-cuda,block_2048.bytes_2.without_conflicts,ms,lower,primary,5,5.398852539000001,5.3989686522,0.00046574879703525186,5.398370605,5.39979834
scan-cuda,block_2048.bytes_4.with_conflicts,ms,lower,primary,5,6.118226074,6.1179382814,0.00039934862005604617,6.11740918,6.11833252
scan-cuda,block_2048.bytes_4.without_conflicts,ms,lower,primary,5,5.616779784999999,5.6168815428,0.0008592405901591639,5.615979492,5.618394531
scan-cuda,block_2048.bytes_8.with_conflicts,ms,lower,primary,5,8.844868164,8.84379375,0.0020957296538161316,8.840363281,8.846008788999999
scan-cuda,block_2048.bytes_8.without_conflicts,ms,lower,primary,5,8.004594238,8.0050679688,0.0022798554471263745,8.001771973,8.00859375
scan-cuda,block_256.bytes_1.with_conflicts,ms,lower,primary,5,3.19857666,3.1987562985999998,0.0005957649395187466,3.197912109,3.1996740719999996
scan-cuda,block_256.bytes_1.without_conflicts,ms,lower,primary,5,3.3636384280000002,3.3641960448,0.0008625845192486477,3.3633852539999998,3.365587402
scan-cuda,block_256.bytes_2.with_conflicts,ms,lower,primary,5,3.7710205080000003,3.7707843264000003,0.0006808398535048019,3.7698017580000003,3.771481934
scan-cuda,block_256.bytes_2.without_conflicts,ms,lower,primary,5,3.5347043460000003,3.5344989748,0.0008243200844994283,3.5329685060000005,3.535326904
scan-cuda,block_256.bytes_4.with_conflicts,ms,lower,primary,5,5.090063965000001,5.1471202148,0.11979903629530736,5.030908203,5.298624512000001
scan-cuda,block_256.bytes_4.without_conflicts,ms,lower,primary,5,3.25241748,3.2525672362,0.0006029268104323711,3.251675537,3.253243652
scan-cuda,block_256.bytes_8.with_conflicts,ms,lower,primary,5,8.353230469,8.3526410156,0.0012912714883728913,8.350682617,8.354324219
scan-cuda,block_256.bytes_8.without_conflicts,ms,lower,primary,5,8.024144531,8.024190039,0.0021874523066267347,8.021051270000001,8.026618652
scan-cuda,block_512.bytes_1.with_conflicts,ms,lower,primary,5,3.36007251,3.359897461,0.0006158597923723356,3.358888672,3.36071875
scan-cuda,block_512.bytes_1.without_conflicts,ms,lower,primary,5,3.827227783,3.8268767578,0.0007947249716098751,3.8253034670000003,3.827462158
scan-cuda,block_512.bytes_2.with_conflicts,ms,lower,primary,5,4.2157045900000005,4.116717431600001,0.13723678096391018,3.9489353030000003,4.24477832
scan-cuda,block_512.bytes_2.without_conflicts,ms,lower,primary,5,3.816436279,3.8185422362,0.00652450062207928,3.81195166,3.8282897950000003
scan-cuda,block_512.bytes_4.with_conflicts,ms,lower,primary,5,5.225828613,5.2260728516,0.000507059310392525,5.225624512,5.226999512000001
scan-cuda,block_512.bytes_4.without_conflicts,ms,lower,primary,5,3.7159665530000003,3.7161991212000003,0.0012401862300858838,3.714148438,3.717633789
scan-cuda,block_512.bytes_8.with_conflicts,ms,lower,primary,5,8.359200195,8.3603710938,0.0028678289118262033,8.357666016,8.365527344
scan-cuda,block_512.bytes_8.without_conflicts,ms,lower,primary,5,6.358593262,6.3582355470000005,0.0008431555184266682,6.356598633,6.358937012
snake-cuda,threshold_0.kernel_time,ms,lower,primary,5,0.005671000000000001,0.0056676,3.872776781587081e-05,0.005609,0.005721
snake-cuda,threshold_1.kernel_time,ms,lower,primary,5,0.008832000000000001,0.0088372,3.122434947280756e-05,0.008807,0.008894
snake-cuda,threshold_10.kernel_time,ms,lower,primary,5,0.122234,0.12222920000000001,4.1140734072205795e-05,0.122175,0.12229000000000001
snake-cuda,threshold_11.kernel_time,ms,lower,primary,5,0.145828,0.145814,4.548846007505527e-05,0.145733,0.14585599999999999
snake-cuda,threshold_12.kernel_time,ms,lower,primary,5,0.170834,0.170834,3.847076812342445e-06,0.170829,0.17084000000000002
snake-cuda,threshold_13.kernel_time,ms,lower,primary,5,0.19634700000000002,0.19634500000000002,1.3490737563226194e-05,0.19632300000000003,0.196364
snake-cuda,threshold_14.kernel_time,ms,lower,primary,5,0.234456,0.2344514,6.12849084196048e-05,0.23438,0.234559
snake-cuda,threshold_15.kernel_time,ms,lower,primary,5,0.26641000000000004,0.26639080000000004,8.331722510982298e-05,0.266276,0.266504
snake-cuda,threshold_16.kernel_time,ms,lower,primary,5,0.305142,0.3050946,0.00010151965326968458,0.304971,0.30519999999999997
snake-cuda,threshold_17.kernel_time,ms,lower,primary,5,0.348417,0.3484192,3.485053801594893e-05,0.348361,0.34846900000000003
snake-cuda,threshold_18.kernel_time,ms,lower,primary,5,0.39446600000000004,0.39445040000000003,5.465747890271378e-05,0.394347,0.394504
snake-cuda,threshold_19.kernel_time,ms,lower,primary,5,0.435662,0.4356512,3.6842366916368224e-05,0.435589,0.43570200000000003
snake-cuda,threshold_2.kernel_time,ms,lower,primary,5,0.013177,0.0131768,2.6381811916542763e-06,0.013172000000000001,0.01318
snake-cuda,threshold_20.kernel_time,ms,lower,primary,5,0.485145,0.4851508,7.289828530219432e-05,0.48504800000000003,0.48527400000000004
snake-cuda,threshold_21.kernel_time,ms,lower,primary,5,0.540868,0.5408684,2.6446927987913405e-05,0.5408250000000001,0.540906
snake-cuda,threshold_22.kernel_time,ms,lower,primary,5,0.575705,0.5756966,2.1527656630488626e-05,0.5756680000000001,0.5757190000000001
snake-cuda,threshold_23.kernel_time,ms,lower,primary,5,0.6868780000000001,0.6868856,3.155059428919835e-05,0.686852,0.686924
snake-cuda,threshold_24.kernel_time,ms,lower,primary,5,0.767515,0.7675136,1.6560193235571137e-05,0.76749,0.767539
snake-cuda,threshold_25.kernel_time,ms,lower,primary,5,0.823347,0.8233428,5.399407374890218e-05,0.823249,0.8234090000000001
snake-cuda,threshold_3.kernel_time,ms,lower,primary,5,0.021412,0.0214118,6.9397406291583305e-06,0.021399,0.021418
snake-cuda,threshold_4.kernel_time,ms,lower,primary,5,0.035715000000000004,0.0357082,1.301383878799768e-05,0.035684,0.035720999999999996
snake-cuda,threshold_5.kernel_time,ms,lower,primary,5,0.044455,0.0444524,2.9391155132114278e-05,0.044418,0.044503
snake-cuda,threshold_6.kernel_time,ms,lower,primary,5,0.059397,0.0593956,1.3484806264830084e-05,0.059372,0.059414
snake-cuda,threshold_7.kernel_time,ms,lower,primary,5,0.07276,0.0727552,1.5380507143785248e-05,0.07273,0.072771
snake-cuda,threshold_8.kernel_time,ms,lower,primary,5,0.089613,0.0896112,2.3146490014692005e-05,0.08957899999999999,0.08965000000000001
snake-cuda,threshold_9.kernel_time,ms,lower,primary,5,0.106205,0.1062068,1.6017490440141545e-05,0.10618899999999999,0.106228
sobel-cuda,average_kernel_execution_time,ms,lower,primary,5,0.007964482,0.007963408,1.55017319935549e-05,0.00794321,0.007986596
srad-cuda,compute_time,ms,lower,primary,5,56.163001806,56.2662005424,0.1560229005679565,56.108999997000005,56.462999433
srad-cuda,total_time,ms,lower,secondary,5,197.561994195,198.1083989144,0.9374099024175898,197.165995836,199.551999569
stencil3d-cuda,average_kernel_execution_time,ms,lower,primary,5,36.017,35.9954,0.0316644911533428,35.95099999999999,36.024
thomas-cuda,average_kernel_execution_time,ms,lower,primary,5,2.352232,2.3745036,0.030234794807307716,2.34817,2.415959
xsbench-cuda,kernel_execution_time,ms,lower,primary,5,342.0,342.0,0.0,342.0,342.0
xsbench-cuda,kernel_lookups_per_second,lookups/s,higher,secondary,5,49678188.0,49679805.8,7097.04951088831,49670581.0,49692085.0
xsbench-cuda,runtime,ms,lower,secondary,5,56725.0,56499.2,989.7814708308092,54675.0,57384.0
xsbench-cuda,total_lookups_per_second,lookups/s,higher,secondary,5,299689.0,300982.6,5367.416533119076,296248.0,310929.0
