benchmark,run,metric,value,unit,direction,role,source
convolution1D-cuda,2,mask_3.fp32.conv1d-tiled-caching.block_128,1.725910034,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.fp32.conv1d-tiled-caching.block_256,1.642429077,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.fp32.conv1d-tiled-caching.block_512,1.6624523930000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.fp32.conv1d-tiled-caching.block_1024,1.637283325,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d.block_64,2.9658903810000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d.block_128,1.487524536,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d.block_256,1.1302148440000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d.block_512,1.100301758,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d.block_1024,1.119047852,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled.block_64,2.966749512,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled.block_128,1.497130737,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled.block_256,1.3401929929999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled.block_512,1.292131226,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled.block_1024,1.3149926760000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled-caching.block_64,2.967543457,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled-caching.block_128,1.492552246,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled-caching.block_256,1.345437622,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled-caching.block_512,1.393858276,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_3.int16.conv1d-tiled-caching.block_1024,1.470209351,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d.block_64,2.995303223,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d.block_128,2.684521973,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d.block_256,2.68455957,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d.block_512,2.6879916990000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d.block_1024,2.710749512,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled.block_64,2.989696289,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled.block_128,2.833772705,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled.block_256,2.859313232,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled.block_512,2.883135498,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled.block_1024,2.916581543,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled-caching.block_64,3.0020166020000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled-caching.block_128,2.7265197750000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled-caching.block_256,2.724458252,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled-caching.block_512,2.735354248,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp64.conv1d-tiled-caching.block_1024,2.753054199,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d.block_64,2.9885998540000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d.block_128,1.488776245,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d.block_256,1.4144250489999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d.block_512,1.411653931,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d.block_1024,1.450480103,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled.block_64,2.970537598,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled.block_128,1.8074321290000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled.block_256,1.756528442,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled.block_512,1.765264526,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled.block_1024,1.810144409,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled-caching.block_64,2.970320557,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled-caching.block_128,1.8696286620000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled-caching.block_256,1.770076904,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled-caching.block_512,1.78141626,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.fp32.conv1d-tiled-caching.block_1024,1.8429375000000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d.block_64,2.967550293,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d.block_128,1.486223633,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d.block_256,1.166099731,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d.block_512,1.1684399410000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d.block_1024,1.2856317140000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled.block_64,2.9672202149999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled.block_128,1.562112183,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled.block_256,1.5005723880000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled.block_512,1.47250354,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled.block_1024,1.498666992,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled-caching.block_64,2.967033203,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled-caching.block_128,1.592729126,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled-caching.block_256,1.569310181,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled-caching.block_512,1.617969238,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_5.int16.conv1d-tiled-caching.block_1024,1.7482352289999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d.block_64,2.99695166,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d.block_128,2.700021973,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d.block_256,2.7027827149999997,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d.block_512,2.711412598,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d.block_1024,2.710858887,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled.block_64,2.995516846,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled.block_128,2.904701172,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled.block_256,2.962188232,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled.block_512,2.997849854,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled.block_1024,3.031582031,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled-caching.block_64,3.0195314939999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled-caching.block_128,2.769699951,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled-caching.block_256,2.763358643,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled-caching.block_512,2.778676758,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp64.conv1d-tiled-caching.block_1024,2.804625488,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d.block_64,2.988781494,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d.block_128,1.5668874510000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d.block_256,1.5240008539999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d.block_512,1.5372939449999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d.block_1024,1.58043335,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled.block_64,2.9741921390000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled.block_128,1.8991114500000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled.block_256,1.8866430660000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled.block_512,1.9069339600000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled.block_1024,1.9300633539999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled-caching.block_64,2.979818848,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled-caching.block_128,2.062478027,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled-caching.block_256,1.977884521,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled-caching.block_512,2.007946655,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.fp32.conv1d-tiled-caching.block_1024,2.134029297,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d.block_64,3.0045622560000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d.block_128,1.5735837400000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d.block_256,1.529753784,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d.block_512,1.522009155,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d.block_1024,1.6188718260000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled.block_64,2.967423096,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled.block_128,1.776477539,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled.block_256,1.711231689,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled.block_512,1.6840014650000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled.block_1024,1.707712891,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled-caching.block_64,2.965933105,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled-caching.block_128,1.995832397,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled-caching.block_256,1.9610924070000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled-caching.block_512,1.9763798830000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_7.int16.conv1d-tiled-caching.block_1024,2.104132568,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d.block_64,3.020421631,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d.block_128,2.7045029300000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d.block_256,2.705983154,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d.block_512,2.717458984,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d.block_1024,2.719649414,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled.block_64,2.9960515140000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled.block_128,2.9165322270000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled.block_256,2.982108398,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled.block_512,3.041262939,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled.block_1024,3.080493164,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled-caching.block_64,3.042105469,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled-caching.block_128,2.8168020019999997,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled-caching.block_256,2.8083054200000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled-caching.block_512,2.828003174,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp64.conv1d-tiled-caching.block_1024,2.8650222170000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d.block_64,2.995397461,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d.block_128,1.581778198,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d.block_256,1.54766687,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d.block_512,1.578527954,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d.block_1024,1.626178833,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled.block_64,2.973140137,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled.block_128,1.8444542240000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled.block_256,1.809486206,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled.block_512,1.8252338870000002,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled.block_1024,1.911206665,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled-caching.block_64,2.974336914,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled-caching.block_128,2.2051416020000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled-caching.block_256,2.124707764,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled-caching.block_512,2.164116455,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.fp32.conv1d-tiled-caching.block_1024,2.281170654,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d.block_64,3.00171875,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d.block_128,1.7267691649999999,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d.block_256,1.689243652,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d.block_512,1.6702841800000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d.block_1024,1.833675293,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled.block_64,2.968333496,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled.block_128,1.7368829350000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled.block_256,1.671953613,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled.block_512,1.657066528,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled.block_1024,1.674106079,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled-caching.block_64,2.965685791,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled-caching.block_128,2.214896484,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled-caching.block_256,2.170288818,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled-caching.block_512,2.177165527,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,2,mask_9.int16.conv1d-tiled-caching.block_1024,2.217658203,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-2.log
convolution1D-cuda,3,mask_3.fp64.conv1d.block_64,2.982823242,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d.block_128,2.679206299,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d.block_256,2.683398193,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d.block_512,2.6914089359999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d.block_1024,2.711592285,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled.block_64,2.984222656,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled.block_128,2.774213379,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled.block_256,2.796858398,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled.block_512,2.803917969,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled.block_1024,2.809629639,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled-caching.block_64,2.9867397460000005,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled-caching.block_128,2.7035766600000004,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled-caching.block_256,2.707515869,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled-caching.block_512,2.724238525,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp64.conv1d-tiled-caching.block_1024,2.7342424320000003,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d.block_64,2.967899902,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d.block_128,1.5054080810000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d.block_256,1.4196505130000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d.block_512,1.4243535159999998,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d.block_1024,1.434237793,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled.block_64,2.969124512,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled.block_128,1.749359009,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled.block_256,1.680371582,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled.block_512,1.672795288,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled.block_1024,1.706509766,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled-caching.block_64,2.968293945,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled-caching.block_128,1.726125366,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled-caching.block_256,1.642248535,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled-caching.block_512,1.6624283450000001,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.fp32.conv1d-tiled-caching.block_1024,1.63732666,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.int16.conv1d.block_64,2.96588916,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.int16.conv1d.block_128,1.487519531,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
convolution1D-cuda,3,mask_3.int16.conv1d.block_256,1.130133179,ms,lower,primary,baseline/results/951758/convolution1D-cuda/run-3.log
